file_id	text_length	beer	drunk	brandy	liquor	intoxicat	booz	drunkard	temperance	alcohol	terms_sum
1722-02-28_t17220228-40-punish215.txt	108.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-02-28_t17220228-41-punish220.txt	54.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-02-28_t17220228-48-punish254.txt	171.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-02-28_t17220228-7-punish42.txt	103.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-04-04_t17220404-12-punish64.txt	191.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-04-04_t17220404-13-punish69.txt	293.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-04-04_t17220404-18-punish95.txt	191.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-04-04_t17220404-29-punish156.txt	575.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-04-04_t17220404-52-verdict277.txt	322.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-04-04_t17220404-6-punish34.txt	110.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-05-10_t17220510-17-punish94.txt	132.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-05-10_t17220510-25-punish138.txt	419.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1722-07-04_t17220704-2-punish12.txt	307.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-07-04_t17220704-47-verdict255.txt	48.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-07-04_t17220704-49-verdict266.txt	194.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-07-04_t17220704-5-punish28.txt	126.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-07-04_t17220704-63-punish338.txt	552.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-09-07_t17220907-70-verdict386.txt	68.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-09-07_t17220907-79-punish430.txt	353.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-10-10_t17221010-12-punish62.txt	167.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-10-10_t17221010-14-punish77.txt	262.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-10-10_t17221010-2-verdict8.txt	306.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-12-05_t17221205-23-verdict134.txt	433.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-12-05_t17221205-36-verdict196.txt	149.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-12-05_t17221205-41-verdict229.txt	739.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-12-05_t17221205-5-punish34.txt	1039.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-01-16_t17230116-17-punish90.txt	134.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-01-16_t17230116-4-punish20.txt	146.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-02-27_t17230227-37-punish219.txt	71.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-04-24_t17230424-10-punish56.txt	808.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
1723-04-24_t17230424-5-verdict27.txt	3053.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
1723-07-10_t17230710-16-verdict82.txt	99.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-07-10_t17230710-31-verdict148.txt	563.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-07-10_t17230710-38-punish195.txt	1447.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-08-28_t17230828-12-punish74.txt	618.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-12-04_t17231204-3-punish19.txt	548.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-12-04_t17231204-43-punish230.txt	1855.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1723-12-04_t17231204-52-punish280.txt	5233.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1724-02-26_t17240226-78-verdict405.txt	1584.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1724-04-15_t17240415-10-punish57.txt	826.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1724-05-21_t17240521-11-verdict64.txt	266.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1724-08-12_t17240812-13-verdict69.txt	328.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1724-10-14_t17241014-80-punish413.txt	2983.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1724-12-04_t17241204-14-punish88.txt	481.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1724-12-04_t17241204-41-verdict231.txt	936.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
1724-12-04_t17241204-8-punish45.txt	157.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1724-12-04_t17241204-91-verdict499.txt	140.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-01-15_t17250115-13-verdict70.txt	455.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
1725-01-15_t17250115-14-verdict80.txt	290.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-01-15_t17250115-8-punish43.txt	1748.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
1725-02-24_t17250224-10-verdict48.txt	389.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-02-24_t17250224-23-verdict126.txt	1008.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-04-07_t17250407-66-verdict354.txt	608.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-04-07_t17250407-8-punish45.txt	490.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1725-05-13_t17250513-20-verdict98.txt	540.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1725-05-13_t17250513-27-verdict135.txt	1664.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-05-13_t17250513-54-verdict266.txt	440.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-06-30_t17250630-58-punish286.txt	1398.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-06-30_t17250630-59-punish291.txt	138.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-06-30_t17250630-6-punish34.txt	1502.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1725-08-27_t17250827-16-punish66.txt	468.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-08-27_t17250827-23-verdict97.txt	319.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-08-27_t17250827-33-verdict136.txt	413.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1725-08-27_t17250827-48-punish205.txt	450.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-08-27_t17250827-70-punish298.txt	138.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-10-13_t17251013-44-punish217.txt	586.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-10-13_t17251013-61-punish290.txt	402.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1725-12-08_t17251208-43-punish205.txt	187.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1726-01-14_t17260114-22-verdict133.txt	171.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1726-01-14_t17260114-41-verdict245.txt	362.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1726-01-14_t17260114-48-punish290.txt	141.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1726-01-14_t17260114-5-punish32.txt	535.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1726-03-02_t17260302-26-punish115.txt	398.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1726-03-02_t17260302-43-verdict199.txt	162.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1726-03-02_t17260302-47-punish223.txt	393.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1726-03-02_t17260302-53-punish250.txt	229.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1726-03-02_t17260302-80-punish374.txt	208.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1726-03-02_t17260302-96-verdict436.txt	224.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
